id,cluster_id,suggested_filename,suggested_domain,title,content,generation_method,gap_count,representative_queries,status,reviewed_by,reviewed_at,rejection_reason,ingested_at,ingested_sop_path,created_at,updated_at
489,886,runbook-node-489.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,4,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",ingested,mpatel,2026-06-03 10:25:00,,2026-06-07 16:34:47,sops/node/runbook-node-489.md,2026-05-24 12:00:00,2026-06-23 12:00:00
490,578,runbook-storage-490.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,17,"[""storage query 0"",""storage query 1""]",rejected,rsingh,2026-06-02 02:11:18,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
491,503,runbook-cpu-491.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,16,"[""cpu query 0""]",ingested,,2026-06-15 23:33:49,,2026-06-06 01:18:53,sops/cpu/runbook-cpu-491.md,2026-05-24 12:00:00,2026-06-23 12:00:00
492,934,runbook-storage-492.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,17,"[""storage query 0"",""storage query 1""]",ingested,rsingh,2026-06-10 00:11:38,,2026-06-21 23:50:31,sops/storage/runbook-storage-492.md,2026-05-24 12:00:00,2026-06-23 12:00:00
493,693,runbook-security-493.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,9,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
494,118,runbook-security-494.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,14,"[""security query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
495,94,runbook-storage-495.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,4,"[""storage query 0""]",approved,rsingh,2026-05-30 20:26:15,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
496,17,runbook-storage-496.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,27,"[""storage query 0""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
497,344,runbook-security-497.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,5,"[""security query 0""]",ingested,,2026-06-04 04:14:03,,2026-06-06 03:16:58,sops/security/runbook-security-497.md,2026-05-24 12:00:00,2026-06-23 12:00:00
498,512,runbook-security-498.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""security query 0"",""security query 1""]",approved,mpatel,2026-06-05 12:49:40,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
499,518,runbook-memory-499.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,10,"[""memory query 0"",""memory query 1"",""memory query 2"",""memory query 3""]",rejected,mpatel,2026-06-14 23:54:48,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
500,641,runbook-security-500.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,27,"[""security query 0""]",rejected,rsingh,2026-06-08 11:19:41,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
501,481,runbook-cpu-501.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,14,"[""cpu query 0""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
502,637,runbook-storage-502.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,20,"[""storage query 0"",""storage query 1""]",ingested,mpatel,2026-06-13 02:32:21,,2026-06-01 23:40:30,sops/storage/runbook-storage-502.md,2026-05-24 12:00:00,2026-06-23 12:00:00
503,333,runbook-storage-503.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,13,"[""storage query 0"",""storage query 1"",""storage query 2""]",approved,rsingh,2026-06-01 20:16:05,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
504,830,runbook-cpu-504.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,24,"[""cpu query 0""]",ingested,,2026-05-27 01:33:46,,2026-06-11 00:45:29,sops/cpu/runbook-cpu-504.md,2026-05-24 12:00:00,2026-06-23 12:00:00
505,712,runbook-storage-505.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,15,"[""storage query 0"",""storage query 1"",""storage query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
506,304,runbook-storage-506.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,13,"[""storage query 0"",""storage query 1""]",approved,,2026-06-07 23:17:55,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
507,529,runbook-network-507.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""network query 0"",""network query 1""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
508,933,runbook-storage-508.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",ingested,mpatel,2026-06-01 08:55:36,,2026-06-05 19:12:13,sops/storage/runbook-storage-508.md,2026-05-24 12:00:00,2026-06-23 12:00:00
509,252,runbook-cpu-509.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,3,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",ingested,rsingh,2026-06-01 14:35:52,,2026-05-27 05:36:46,sops/cpu/runbook-cpu-509.md,2026-05-24 12:00:00,2026-06-23 12:00:00
510,408,runbook-memory-510.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,17,"[""memory query 0""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
511,637,runbook-storage-511.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,11,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
512,706,runbook-node-512.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,21,"[""node query 0"",""node query 1""]",ingested,,2026-06-09 20:12:36,,2026-06-01 06:54:50,sops/node/runbook-node-512.md,2026-05-24 12:00:00,2026-06-23 12:00:00
513,346,runbook-node-513.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,17,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",approved,mpatel,2026-06-04 10:08:37,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
514,531,runbook-network-514.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""network query 0"",""network query 1""]",ingested,mpatel,2026-06-06 12:39:40,,2026-05-27 14:24:14,sops/network/runbook-network-514.md,2026-05-24 12:00:00,2026-06-23 12:00:00
515,832,runbook-security-515.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,23,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
516,97,runbook-storage-516.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
517,626,runbook-node-517.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,14,"[""node query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
518,418,runbook-cpu-518.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,27,"[""cpu query 0""]",rejected,rsingh,2026-06-12 13:28:38,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
519,454,runbook-node-519.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,29,"[""node query 0"",""node query 1"",""node query 2""]",approved,rsingh,2026-06-02 14:14:49,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
520,38,runbook-node-520.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,7,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",approved,rsingh,2026-06-02 20:02:55,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
521,726,runbook-node-521.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,22,"[""node query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
522,791,runbook-storage-522.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,22,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
523,738,runbook-network-523.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,19,"[""network query 0"",""network query 1"",""network query 2""]",rejected,rsingh,2026-06-05 06:42:14,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
524,416,runbook-cpu-524.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,15,"[""cpu query 0""]",rejected,mpatel,2026-06-19 15:31:31,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
525,151,runbook-cpu-525.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,18,"[""cpu query 0""]",rejected,rsingh,2026-06-04 20:57:04,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
526,453,runbook-network-526.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,3,"[""network query 0"",""network query 1""]",ingested,rsingh,2026-06-10 13:30:12,,2026-06-23 09:15:13,sops/network/runbook-network-526.md,2026-05-24 12:00:00,2026-06-23 12:00:00
527,1050,runbook-network-527.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,4,"[""network query 0"",""network query 1""]",approved,,2026-06-14 17:40:47,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
528,577,runbook-node-528.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,22,"[""node query 0"",""node query 1"",""node query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
529,499,runbook-memory-529.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""memory query 0"",""memory query 1""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
530,202,runbook-security-530.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""security query 0""]",rejected,mpatel,2026-06-15 03:30:09,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
531,819,runbook-security-531.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,29,"[""security query 0"",""security query 1"",""security query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
532,381,runbook-network-532.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""network query 0"",""network query 1""]",approved,,2026-06-22 20:27:08,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
533,121,runbook-network-533.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,22,"[""network query 0"",""network query 1"",""network query 2""]",rejected,rsingh,2026-05-29 16:31:36,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
534,940,runbook-security-534.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,5,"[""security query 0"",""security query 1"",""security query 2""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
535,815,runbook-node-535.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,28,"[""node query 0""]",approved,,2026-06-13 20:29:44,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
536,687,runbook-memory-536.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,21,"[""memory query 0""]",rejected,mpatel,2026-06-03 01:40:10,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
537,658,runbook-network-537.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,15,"[""network query 0"",""network query 1""]",ingested,rsingh,2026-06-16 05:05:15,,2026-06-23 10:29:43,sops/network/runbook-network-537.md,2026-05-24 12:00:00,2026-06-23 12:00:00
538,220,runbook-network-538.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,5,"[""network query 0"",""network query 1""]",rejected,,2026-05-27 03:20:13,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
539,968,runbook-memory-539.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,17,"[""memory query 0""]",approved,mpatel,2026-06-03 13:28:38,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
540,891,runbook-security-540.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""security query 0"",""security query 1""]",rejected,rsingh,2026-06-10 20:42:36,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
541,17,runbook-network-541.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,6,"[""network query 0"",""network query 1"",""network query 2"",""network query 3""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
542,343,runbook-storage-542.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,14,"[""storage query 0""]",approved,,2026-06-13 06:58:59,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
543,849,runbook-node-543.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,24,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",approved,rsingh,2026-05-28 12:50:41,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
544,963,runbook-cpu-544.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,26,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",rejected,rsingh,2026-06-18 19:36:51,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
545,612,runbook-security-545.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,6,"[""security query 0"",""security query 1"",""security query 2""]",rejected,rsingh,2026-06-14 10:53:07,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
546,212,runbook-storage-546.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,29,"[""storage query 0""]",ingested,rsingh,2026-06-02 03:27:39,,2026-05-30 22:39:49,sops/storage/runbook-storage-546.md,2026-05-24 12:00:00,2026-06-23 12:00:00
547,305,runbook-node-547.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,18,"[""node query 0"",""node query 1"",""node query 2""]",ingested,,2026-05-26 23:50:07,,2026-05-29 01:09:43,sops/node/runbook-node-547.md,2026-05-24 12:00:00,2026-06-23 12:00:00
548,646,runbook-node-548.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",approved,rsingh,2026-06-04 17:59:03,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
549,196,runbook-cpu-549.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,6,"[""cpu query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
550,435,runbook-storage-550.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""storage query 0"",""storage query 1""]",rejected,mpatel,2026-05-31 13:10:59,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
551,104,runbook-network-551.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,9,"[""network query 0"",""network query 1""]",rejected,mpatel,2026-05-30 21:44:32,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
552,87,runbook-node-552.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,25,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",rejected,,2026-06-04 12:41:20,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
553,294,runbook-storage-553.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,5,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",ingested,mpatel,2026-06-07 23:00:30,,2026-06-20 23:43:48,sops/storage/runbook-storage-553.md,2026-05-24 12:00:00,2026-06-23 12:00:00
554,662,runbook-cpu-554.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,14,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",rejected,rsingh,2026-06-23 06:08:50,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
555,264,runbook-cpu-555.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,4,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",ingested,,2026-06-01 09:17:54,,2026-05-31 20:44:58,sops/cpu/runbook-cpu-555.md,2026-05-24 12:00:00,2026-06-23 12:00:00
556,319,runbook-security-556.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""security query 0""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
557,444,runbook-storage-557.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""storage query 0""]",approved,,2026-06-06 14:44:31,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
558,240,runbook-node-558.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,6,"[""node query 0"",""node query 1""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
559,234,runbook-cpu-559.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,5,"[""cpu query 0"",""cpu query 1""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
560,823,runbook-node-560.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",approved,,2026-06-17 09:52:14,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
561,25,runbook-storage-561.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",rejected,rsingh,2026-05-27 01:13:05,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
562,274,runbook-network-562.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,20,"[""network query 0"",""network query 1"",""network query 2""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
563,58,runbook-node-563.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,12,"[""node query 0"",""node query 1"",""node query 2""]",ingested,,2026-06-04 08:05:03,,2026-06-17 19:06:25,sops/node/runbook-node-563.md,2026-05-24 12:00:00,2026-06-23 12:00:00
564,511,runbook-security-564.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,24,"[""security query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
565,801,runbook-security-565.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,11,"[""security query 0"",""security query 1"",""security query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
566,378,runbook-storage-566.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,18,"[""storage query 0"",""storage query 1"",""storage query 2""]",ingested,mpatel,2026-06-07 01:36:32,,2026-05-31 23:59:02,sops/storage/runbook-storage-566.md,2026-05-24 12:00:00,2026-06-23 12:00:00
567,705,runbook-node-567.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""node query 0"",""node query 1"",""node query 2""]",approved,mpatel,2026-06-08 08:27:41,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
568,299,runbook-storage-568.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,19,"[""storage query 0"",""storage query 1"",""storage query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
569,964,runbook-node-569.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,6,"[""node query 0"",""node query 1"",""node query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
570,295,runbook-security-570.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,10,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",approved,rsingh,2026-06-01 20:17:06,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
571,805,runbook-node-571.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,20,"[""node query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
572,949,runbook-node-572.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,15,"[""node query 0"",""node query 1""]",approved,,2026-05-26 20:07:00,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
573,676,runbook-memory-573.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""memory query 0"",""memory query 1"",""memory query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
