id,query_text,best_match_sop,best_similarity,source,cluster_name,namespace,pod_name,gap_category,gap_cluster_id,reviewed,draft_sop_created,detected_at
668,why is indexer OOMKilled in search?,sops/security/runbook-30.md,0.375,chat,prod-use2-eks,search,indexer-b07f520-eaf04,cpu,251,false,true,2026-06-15 15:36:55
669,why is checkout-web restarting in checkout?,sops/memory/runbook-40.md,0.3444,alert,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,memory,619,false,true,2026-05-25 20:00:07
670,why is recommendation OOMKilled in search?,sops/storage/runbook-07.md,0.5316,prediction,prod-usw2-eks,search,recommendation-87e3198-026ea,cpu,822,false,false,2026-05-30 23:19:08
671,why is ledger-svc OOMKilled in ledger?,sops/memory/runbook-18.md,0.3493,prediction,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,storage,4,false,true,2026-06-15 23:48:28
672,why is ledger-svc OOMKilled in ledger?,sops/memory/runbook-19.md,0.4824,chat,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,memory,923,true,false,2026-06-17 10:17:41
673,why is config-svc restarting in platform?,sops/storage/runbook-07.md,0.5486,alert,staging-use2-eks,platform,config-svc-929cd33-16be4,storage,108,false,false,2026-05-28 10:10:10
674,why is auth-gateway slow in identity?,sops/security/runbook-13.md,0.3282,auto,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,cpu,261,false,false,2026-06-02 22:06:56
675,why is coredns OOMKilled in kube-system?,sops/network/runbook-17.md,0.5457,auto,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,cpu,1028,true,false,2026-06-05 06:40:25
676,why is auth-gateway throttled in identity?,sops/storage/runbook-02.md,0.4206,auto,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,cpu,290,false,false,2026-05-29 06:53:19
677,why is orders-worker throttled in orders?,sops/memory/runbook-35.md,0.2516,chat,prod-use2-eks,orders,orders-worker-9681c18-374c7,memory,1013,false,false,2026-06-12 02:37:44
678,why is payments-api throttled in payments?,sops/storage/runbook-02.md,0.457,prediction,prod-use2-eks,payments,payments-api-c9c2b74-00142,network,362,false,false,2026-06-08 10:57:46
679,why is payments-api slow in payments?,sops/memory/runbook-18.md,0.4202,alert,prod-use2-eks,payments,payments-api-c9c2b74-00142,storage,181,true,false,2026-05-27 07:07:09
680,why is cart-svc slow in checkout?,sops/storage/runbook-32.md,0.4412,auto,prod-use2-eks,checkout,cart-svc-527eb80-045c0,storage,694,false,false,2026-05-26 07:11:13
681,why is session-store OOMKilled in identity?,sops/availability/runbook-20.md,0.3951,alert,prod-use2-eks,identity,session-store-1ac5266-1ca26,node,812,false,false,2026-06-21 16:45:55
682,why is search-api restarting in search?,sops/memory/runbook-40.md,0.3517,alert,dr-use1-eks,search,search-api-d416b43-7cb20,network,824,false,false,2026-06-19 04:31:00
683,why is cart-svc throttled in checkout?,sops/security/runbook-37.md,0.3357,auto,dr-use1-eks,checkout,cart-svc-da3cf51-00806,cpu,390,false,false,2026-06-10 14:52:14
684,why is checkout-web OOMKilled in checkout?,sops/storage/runbook-07.md,0.5382,alert,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,network,1039,false,false,2026-05-26 23:56:59
685,why is cart-svc OOMKilled in checkout?,sops/node/runbook-34.md,0.3458,chat,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,network,209,false,true,2026-06-19 13:00:37
686,why is ledger-svc OOMKilled in ledger?,sops/network/runbook-17.md,0.2211,auto,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,cpu,46,false,true,2026-06-14 17:02:59
687,why is search-api OOMKilled in search?,sops/availability/runbook-06.md,0.3161,alert,prod-use2-eks,search,search-api-61d1d17-0014f,node,745,true,false,2026-06-05 20:53:00
688,why is orders-api restarting in orders?,sops/availability/runbook-33.md,0.4875,alert,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,network,671,false,false,2026-06-13 08:13:25
689,why is indexer OOMKilled in search?,sops/node/runbook-08.md,0.4842,chat,dr-use1-eks,search,indexer-6af7422-f66fc,network,9,false,true,2026-06-14 06:49:47
690,why is recommendation throttled in search?,sops/storage/runbook-02.md,0.3514,auto,prod-use2-eks,search,recommendation-e5d5555-c6e9b,node,549,true,false,2026-06-19 16:52:13
691,why is payments-api OOMKilled in payments?,sops/node/runbook-01.md,0.4423,chat,prod-use2-eks,payments,payments-api-1ce3577-591ac,network,334,true,false,2026-05-27 09:41:42
692,why is checkout-web slow in checkout?,sops/security/runbook-03.md,0.2116,auto,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,memory,984,false,false,2026-06-12 05:34:52
693,why is auth-gateway OOMKilled in identity?,sops/node/runbook-36.md,0.4714,alert,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,network,2,false,false,2026-06-15 03:31:21
694,why is metrics-server throttled in kube-system?,sops/storage/runbook-27.md,0.4012,chat,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,node,775,true,true,2026-06-13 22:12:30
695,why is orders-worker slow in orders?,sops/node/runbook-38.md,0.2511,chat,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,storage,447,true,false,2026-06-03 04:04:33
696,why is coredns restarting in kube-system?,sops/node/runbook-24.md,0.4607,prediction,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,node,865,false,false,2026-06-19 16:21:14
697,why is search-api slow in search?,sops/memory/runbook-19.md,0.5261,chat,dr-use1-eks,search,search-api-d416b43-7cb20,network,658,false,false,2026-06-07 06:56:51
698,why is coredns throttled in kube-system?,sops/memory/runbook-09.md,0.3448,chat,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,storage,438,false,false,2026-06-21 06:28:39
699,why is checkout-web restarting in checkout?,sops/node/runbook-15.md,0.3511,auto,staging-use2-eks,checkout,checkout-web-2b77739-52fdd,cpu,698,true,false,2026-05-25 17:38:47
700,why is payments-api slow in payments?,sops/storage/runbook-32.md,0.4478,prediction,prod-use2-eks,payments,payments-api-1ce3577-591ac,node,195,true,false,2026-06-06 03:13:48
701,why is image-resizer slow in platform?,sops/availability/runbook-39.md,0.3325,prediction,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,storage,949,true,true,2026-06-03 15:43:31
702,why is payments-worker slow in payments?,sops/availability/runbook-16.md,0.482,auto,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,storage,667,false,false,2026-05-25 02:31:41
703,why is image-resizer slow in platform?,sops/availability/runbook-10.md,0.4108,prediction,prod-use2-eks,platform,image-resizer-9994630-7c707,cpu,865,true,true,2026-06-22 10:58:02
704,why is cart-svc throttled in checkout?,sops/network/runbook-25.md,0.3399,auto,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,node,279,false,false,2026-05-30 00:43:20
705,why is search-api throttled in search?,sops/memory/runbook-35.md,0.4932,chat,dr-use1-eks,search,search-api-d416b43-7cb20,storage,1064,true,true,2026-06-07 04:23:48
706,why is payments-worker throttled in payments?,sops/network/runbook-04.md,0.3432,auto,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,node,835,true,false,2026-06-22 06:08:37
707,why is orders-api restarting in orders?,sops/node/runbook-38.md,0.4225,chat,prod-usw2-eks,orders,orders-api-21c5d48-15186,cpu,412,false,false,2026-06-16 00:04:23
708,why is search-api OOMKilled in search?,sops/availability/runbook-10.md,0.242,auto,dr-use1-eks,search,search-api-be84964-d972c,storage,84,false,false,2026-06-12 05:28:01
709,why is orders-api restarting in orders?,sops/availability/runbook-11.md,0.5228,alert,dr-use1-eks,orders,orders-api-8330e48-f22f4,node,333,true,false,2026-06-23 02:24:30
710,why is search-api throttled in search?,sops/storage/runbook-27.md,0.2363,auto,prod-use2-eks,search,search-api-61d1d17-0014f,cpu,332,true,true,2026-06-12 06:18:35
711,why is search-api throttled in search?,sops/cpu/runbook-31.md,0.4112,chat,staging-use2-eks,search,search-api-1605640-8abaf,storage,232,false,false,2026-05-25 00:50:52
712,why is checkout-web slow in checkout?,sops/node/runbook-08.md,0.2468,auto,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,network,522,false,false,2026-06-12 16:59:29
713,why is image-resizer throttled in platform?,sops/memory/runbook-40.md,0.3955,alert,prod-use2-eks,platform,image-resizer-9994630-7c707,memory,465,false,false,2026-06-10 04:59:03
714,why is payments-api restarting in payments?,sops/memory/runbook-19.md,0.2041,auto,prod-use2-eks,payments,payments-api-1ce3577-591ac,memory,513,false,true,2026-06-12 00:12:46
715,why is payments-api slow in payments?,sops/storage/runbook-28.md,0.4963,chat,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,node,212,true,false,2026-06-08 07:17:17
716,why is config-svc OOMKilled in platform?,sops/cpu/runbook-31.md,0.2148,alert,prod-use2-eks,platform,config-svc-027a395-39a4d,node,939,false,true,2026-05-29 08:29:45
717,why is checkout-web slow in checkout?,sops/memory/runbook-26.md,0.5052,auto,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,cpu,1054,false,false,2026-06-11 05:39:21
718,why is payments-worker restarting in payments?,sops/availability/runbook-33.md,0.3808,chat,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,network,1092,true,false,2026-05-24 15:22:20
719,why is orders-api restarting in orders?,sops/memory/runbook-35.md,0.3245,auto,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,cpu,432,false,true,2026-06-14 01:45:46
720,why is payments-worker throttled in payments?,sops/node/runbook-34.md,0.3506,chat,prod-use2-eks,payments,payments-worker-7a57672-86691,node,117,false,true,2026-06-13 17:52:48
721,why is ledger-svc restarting in ledger?,sops/memory/runbook-26.md,0.4663,alert,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,storage,1075,false,false,2026-06-17 08:35:23
722,why is search-api throttled in search?,sops/availability/runbook-11.md,0.3228,alert,prod-usw2-eks,search,search-api-db28570-d359e,cpu,1064,true,false,2026-06-19 08:47:37
723,why is config-svc OOMKilled in platform?,sops/storage/runbook-07.md,0.3911,alert,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,network,745,true,false,2026-05-27 22:13:45
724,why is payments-worker slow in payments?,sops/node/runbook-34.md,0.5288,auto,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,storage,479,false,false,2026-06-17 21:28:39
725,why is metrics-server slow in kube-system?,sops/memory/runbook-35.md,0.2627,auto,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,cpu,629,false,false,2026-06-03 08:25:44
726,why is payments-worker throttled in payments?,sops/security/runbook-23.md,0.5142,alert,prod-usw2-eks,payments,payments-worker-b4be648-d2dcb,memory,749,false,false,2026-06-18 12:13:54
727,why is payments-worker throttled in payments?,sops/cpu/runbook-31.md,0.2496,chat,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,cpu,442,false,false,2026-06-11 22:13:14
728,why is cart-svc throttled in checkout?,sops/cpu/runbook-31.md,0.4975,auto,prod-use2-eks,checkout,cart-svc-51c2594-4d271,storage,688,true,false,2026-06-02 12:50:07
729,why is search-api throttled in search?,sops/availability/runbook-10.md,0.4767,chat,prod-usw2-eks,search,search-api-15a6d76-12766,storage,817,true,false,2026-06-15 15:41:27
730,why is orders-worker restarting in orders?,sops/node/runbook-01.md,0.3272,alert,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,network,790,true,false,2026-05-26 00:00:43
731,why is orders-worker throttled in orders?,sops/availability/runbook-06.md,0.2322,chat,prod-use2-eks,orders,orders-worker-9681c18-374c7,memory,753,false,false,2026-05-29 10:26:32
732,why is checkout-web restarting in checkout?,sops/network/runbook-17.md,0.403,alert,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,cpu,802,true,false,2026-06-22 18:01:46
733,why is checkout-web OOMKilled in checkout?,sops/node/runbook-29.md,0.2993,alert,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,network,599,true,false,2026-05-25 11:14:46
734,why is auth-gateway slow in identity?,sops/availability/runbook-06.md,0.3541,alert,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,node,207,true,false,2026-05-29 18:55:27
735,why is cart-svc OOMKilled in checkout?,sops/network/runbook-25.md,0.215,alert,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,memory,371,true,true,2026-06-18 20:32:06
736,why is metrics-server OOMKilled in kube-system?,sops/security/runbook-23.md,0.3136,chat,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,cpu,182,false,true,2026-05-26 11:30:08
737,why is search-api restarting in search?,sops/security/runbook-13.md,0.2234,prediction,prod-use2-eks,search,search-api-eff0684-a368a,node,1000,false,false,2026-06-12 00:01:46
738,why is orders-worker slow in orders?,sops/storage/runbook-02.md,0.2135,chat,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,node,1073,false,false,2026-06-18 15:03:47
739,why is session-store slow in identity?,sops/cpu/runbook-31.md,0.3812,auto,staging-use2-eks,identity,session-store-a097c68-649a1,cpu,140,false,false,2026-06-12 13:52:19
740,why is search-api OOMKilled in search?,sops/security/runbook-13.md,0.2588,auto,prod-use2-eks,search,search-api-1271443-2f040,storage,427,true,true,2026-06-16 15:00:30
741,why is orders-api OOMKilled in orders?,sops/memory/runbook-18.md,0.4312,chat,prod-usw2-eks,orders,orders-api-21c5d48-15186,memory,421,false,false,2026-05-31 07:55:03
742,why is orders-worker OOMKilled in orders?,sops/node/runbook-36.md,0.4026,alert,prod-use2-eks,orders,orders-worker-06e2683-7270e,cpu,327,false,false,2026-05-30 12:48:32
743,why is notifications slow in notifications?,sops/availability/runbook-39.md,0.3679,prediction,prod-use2-eks,notifications,notifications-1938743-28dca,cpu,1,false,true,2026-05-31 07:22:00
744,why is search-api OOMKilled in search?,sops/storage/runbook-02.md,0.315,alert,dr-use1-eks,search,search-api-d416b43-7cb20,cpu,880,false,true,2026-06-02 00:31:32
745,why is orders-worker slow in orders?,sops/availability/runbook-11.md,0.4356,prediction,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,storage,706,false,false,2026-06-11 06:57:50
746,why is ledger-svc OOMKilled in ledger?,sops/memory/runbook-21.md,0.4948,auto,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,node,160,true,false,2026-06-04 11:12:22
747,why is checkout-web OOMKilled in checkout?,sops/availability/runbook-11.md,0.2711,prediction,dr-use1-eks,checkout,checkout-web-4263246-52f3a,storage,296,false,false,2026-06-09 13:25:36
748,why is coredns restarting in kube-system?,sops/memory/runbook-40.md,0.4895,auto,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,cpu,231,false,true,2026-06-18 15:08:06
749,why is orders-worker restarting in orders?,sops/node/runbook-29.md,0.3426,alert,prod-use2-eks,orders,orders-worker-06e2683-7270e,cpu,29,false,false,2026-06-02 17:58:10
750,why is checkout-web throttled in checkout?,sops/network/runbook-17.md,0.2973,alert,prod-use2-eks,checkout,checkout-web-47df111-4e24c,network,629,true,true,2026-06-13 15:11:48
751,why is checkout-web throttled in checkout?,sops/network/runbook-17.md,0.3707,prediction,prod-usw2-eks,checkout,checkout-web-f628153-c1833,node,678,false,false,2026-05-29 13:26:21
752,why is cart-svc OOMKilled in checkout?,sops/security/runbook-03.md,0.3744,auto,dr-use1-eks,checkout,cart-svc-da3cf51-00806,storage,401,false,false,2026-06-07 22:48:22
753,why is checkout-web slow in checkout?,sops/node/runbook-38.md,0.2463,prediction,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,cpu,255,true,false,2026-06-08 20:40:43
754,why is checkout-web restarting in checkout?,sops/cpu/runbook-31.md,0.2962,auto,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,node,280,true,true,2026-05-26 02:05:53
755,why is orders-api OOMKilled in orders?,sops/availability/runbook-20.md,0.3932,chat,prod-usw2-eks,orders,orders-api-cbca488-26609,memory,233,true,false,2026-06-22 17:28:20
756,why is checkout-web throttled in checkout?,sops/network/runbook-25.md,0.2016,auto,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,network,755,true,false,2026-06-18 03:53:09
757,why is notifications throttled in notifications?,sops/availability/runbook-14.md,0.4765,chat,prod-use2-eks,notifications,notifications-1938743-28dca,network,902,false,true,2026-05-28 09:35:27
758,why is coredns slow in kube-system?,sops/memory/runbook-18.md,0.5035,alert,prod-use2-eks,kube-system,coredns-47d4438-c55d7,node,1061,false,false,2026-06-03 04:19:25
759,why is orders-worker OOMKilled in orders?,sops/node/runbook-24.md,0.3141,prediction,dr-use1-eks,orders,orders-worker-f884840-8265c,node,152,false,true,2026-06-14 21:04:02
760,why is indexer throttled in search?,sops/storage/runbook-07.md,0.4721,prediction,prod-usw2-eks,search,indexer-b957537-8aa20,network,796,true,true,2026-05-28 03:39:57
761,why is indexer slow in search?,sops/node/runbook-34.md,0.342,prediction,prod-usw2-eks,search,indexer-b957537-8aa20,cpu,177,false,false,2026-05-28 00:14:02
762,why is auth-gateway restarting in identity?,sops/availability/runbook-11.md,0.4505,alert,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,network,968,false,true,2026-06-05 07:57:13
763,why is orders-worker restarting in orders?,sops/node/runbook-05.md,0.2411,chat,dr-use1-eks,orders,orders-worker-f884840-8265c,network,344,false,true,2026-06-05 11:30:01
764,why is inventory-svc OOMKilled in inventory?,sops/node/runbook-01.md,0.3514,chat,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,memory,109,false,false,2026-05-31 07:50:42
765,why is image-resizer throttled in platform?,sops/memory/runbook-09.md,0.4471,prediction,prod-usw2-eks,platform,image-resizer-6542c92-1100b,memory,615,true,true,2026-05-26 22:06:37
766,why is indexer restarting in search?,sops/availability/runbook-06.md,0.3915,auto,dr-use1-eks,search,indexer-6af7422-f66fc,node,999,false,true,2026-05-27 19:30:46
767,why is notifications OOMKilled in notifications?,sops/availability/runbook-06.md,0.3874,alert,staging-use2-eks,notifications,notifications-26e9347-44fc8,storage,819,true,false,2026-06-22 23:58:40
768,why is search-api slow in search?,sops/security/runbook-30.md,0.4824,chat,prod-usw2-eks,search,search-api-a47d446-4ffe2,network,820,false,false,2026-05-30 04:40:52
769,why is orders-api throttled in orders?,sops/security/runbook-03.md,0.2237,chat,prod-usw2-eks,orders,orders-api-cbca488-26609,memory,978,false,false,2026-06-18 13:04:19
770,why is notifications OOMKilled in notifications?,sops/security/runbook-22.md,0.3117,auto,prod-usw2-eks,notifications,notifications-abd2926-3451e,cpu,345,true,false,2026-06-02 02:20:12
771,why is session-store throttled in identity?,sops/memory/runbook-18.md,0.2806,chat,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,storage,112,false,false,2026-06-20 10:40:28
772,why is payments-api OOMKilled in payments?,sops/availability/runbook-11.md,0.4658,prediction,prod-usw2-eks,payments,payments-api-1e23165-1e35b,cpu,85,true,false,2026-06-05 15:52:02
773,why is indexer slow in search?,sops/node/runbook-12.md,0.4801,auto,dr-use1-eks,search,indexer-6af7422-f66fc,cpu,365,true,false,2026-05-28 07:50:11
774,why is payments-worker throttled in payments?,sops/availability/runbook-06.md,0.3262,auto,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,memory,927,true,false,2026-05-28 22:56:55
775,why is payments-api OOMKilled in payments?,sops/memory/runbook-21.md,0.3082,alert,staging-use2-eks,payments,payments-api-2729261-453da,memory,840,false,false,2026-05-31 03:19:10
776,why is session-store OOMKilled in identity?,sops/security/runbook-22.md,0.4078,prediction,staging-use2-eks,identity,session-store-a097c68-649a1,network,719,false,false,2026-06-12 02:29:31
777,why is inventory-svc slow in inventory?,sops/memory/runbook-40.md,0.4438,alert,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,network,878,true,false,2026-05-24 14:42:15
778,why is auth-gateway throttled in identity?,sops/node/runbook-12.md,0.2552,auto,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,network,139,true,false,2026-05-28 13:33:19
779,why is ledger-svc throttled in ledger?,sops/security/runbook-37.md,0.3567,alert,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,cpu,830,false,false,2026-05-29 08:18:37
780,why is search-api slow in search?,sops/memory/runbook-18.md,0.297,prediction,prod-use2-eks,search,search-api-eff0684-a368a,cpu,1039,false,false,2026-06-07 00:01:44
781,why is checkout-web OOMKilled in checkout?,sops/availability/runbook-06.md,0.3352,chat,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,storage,814,false,false,2026-06-08 01:59:21
782,why is orders-api OOMKilled in orders?,sops/availability/runbook-39.md,0.4837,auto,prod-usw2-eks,orders,orders-api-cbca488-26609,memory,1077,true,false,2026-06-04 01:40:19
783,why is auth-gateway throttled in identity?,sops/memory/runbook-35.md,0.2585,auto,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,node,953,true,true,2026-06-15 17:31:21
784,why is notifications slow in notifications?,sops/availability/runbook-11.md,0.5027,alert,prod-usw2-eks,notifications,notifications-b2aff41-e1772,storage,425,false,false,2026-06-17 10:21:07
785,why is checkout-web OOMKilled in checkout?,sops/node/runbook-15.md,0.5179,auto,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,network,180,false,false,2026-06-06 18:34:18
786,why is search-api slow in search?,sops/cpu/runbook-31.md,0.549,alert,prod-use2-eks,search,search-api-4350294-dbefb,storage,213,false,false,2026-06-13 09:50:21
787,why is auth-gateway restarting in identity?,sops/node/runbook-01.md,0.3065,alert,prod-use2-eks,identity,auth-gateway-7b28269-a7447,network,515,false,false,2026-06-07 17:51:25
788,why is checkout-web throttled in checkout?,sops/storage/runbook-28.md,0.2569,prediction,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,memory,1009,true,false,2026-06-17 03:19:39
789,why is checkout-web throttled in checkout?,sops/cpu/runbook-31.md,0.4265,chat,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,memory,744,false,false,2026-06-20 01:21:55
790,why is checkout-web slow in checkout?,sops/memory/runbook-18.md,0.407,auto,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,storage,1052,false,true,2026-06-18 03:48:24
791,why is config-svc OOMKilled in platform?,sops/memory/runbook-18.md,0.3068,alert,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,memory,779,true,false,2026-06-21 06:48:11
792,why is coredns slow in kube-system?,sops/network/runbook-25.md,0.5282,prediction,staging-use2-eks,kube-system,coredns-b16ea15-07544,network,530,false,false,2026-06-19 22:10:52
793,why is cart-svc OOMKilled in checkout?,sops/security/runbook-23.md,0.3684,alert,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,memory,6,false,false,2026-06-03 22:48:00
794,why is payments-api slow in payments?,sops/memory/runbook-21.md,0.4484,prediction,prod-usw2-eks,payments,payments-api-1e23165-1e35b,storage,801,false,true,2026-06-18 11:55:01
795,why is cart-svc OOMKilled in checkout?,sops/memory/runbook-18.md,0.4689,prediction,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,memory,1003,false,false,2026-06-22 16:22:39
796,why is auth-gateway throttled in identity?,sops/availability/runbook-11.md,0.3632,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,memory,1084,false,true,2026-06-23 01:29:15
797,why is cart-svc slow in checkout?,sops/node/runbook-05.md,0.3796,alert,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,storage,860,false,true,2026-06-14 17:52:29
798,why is metrics-server restarting in kube-system?,sops/availability/runbook-10.md,0.3889,chat,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,storage,11,false,true,2026-06-23 09:57:56
799,why is orders-api restarting in orders?,sops/storage/runbook-32.md,0.4426,prediction,prod-usw2-eks,orders,orders-api-21c5d48-15186,cpu,552,false,false,2026-06-15 02:57:31
800,why is session-store restarting in identity?,sops/node/runbook-34.md,0.4689,chat,prod-usw2-eks,identity,session-store-d825e25-14f9f,network,87,true,false,2026-06-20 10:50:30
801,why is cart-svc restarting in checkout?,sops/node/runbook-12.md,0.2031,alert,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,node,637,true,false,2026-05-25 14:42:51
802,why is auth-gateway throttled in identity?,sops/node/runbook-24.md,0.2526,chat,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,network,1056,true,false,2026-06-09 23:55:40
803,why is auth-gateway restarting in identity?,sops/security/runbook-13.md,0.4863,alert,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,storage,966,true,false,2026-06-14 12:44:23
804,why is indexer OOMKilled in search?,sops/availability/runbook-06.md,0.24,chat,prod-usw2-eks,search,indexer-6c1eb29-ca471,network,632,false,false,2026-06-13 08:29:23
805,why is payments-worker restarting in payments?,sops/node/runbook-05.md,0.4327,alert,prod-use2-eks,payments,payments-worker-bff7264-02c23,node,167,true,false,2026-06-13 07:46:38
806,why is orders-api throttled in orders?,sops/security/runbook-03.md,0.4606,chat,prod-usw2-eks,orders,orders-api-402bb51-ad48f,storage,532,false,false,2026-06-17 21:22:22
807,why is checkout-web restarting in checkout?,sops/availability/runbook-10.md,0.2909,auto,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,storage,726,false,false,2026-06-12 23:21:00
808,why is coredns restarting in kube-system?,sops/security/runbook-03.md,0.4773,prediction,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,node,957,false,false,2026-06-01 06:19:27
809,why is indexer OOMKilled in search?,sops/node/runbook-15.md,0.4303,alert,prod-use2-eks,search,indexer-b07f520-eaf04,node,385,true,true,2026-06-21 00:14:18
810,why is inventory-svc slow in inventory?,sops/security/runbook-37.md,0.2551,chat,dr-use1-eks,inventory,inventory-svc-4ccbe67-9cbde,memory,1019,false,true,2026-06-15 01:10:19
811,why is search-api throttled in search?,sops/storage/runbook-28.md,0.4918,chat,prod-usw2-eks,search,search-api-db28570-d359e,memory,204,false,false,2026-06-02 11:17:20
812,why is orders-api OOMKilled in orders?,sops/memory/runbook-26.md,0.342,auto,prod-usw2-eks,orders,orders-api-21c5d48-15186,memory,491,false,true,2026-06-10 19:07:04
813,why is session-store OOMKilled in identity?,sops/storage/runbook-28.md,0.5478,chat,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,memory,420,false,false,2026-06-19 22:33:49
814,why is payments-api slow in payments?,sops/storage/runbook-27.md,0.3028,prediction,prod-use2-eks,payments,payments-api-1ce3577-591ac,node,198,false,false,2026-05-29 14:20:15
815,why is session-store OOMKilled in identity?,sops/storage/runbook-27.md,0.4575,prediction,prod-use2-eks,identity,session-store-1ac5266-1ca26,cpu,1030,false,false,2026-06-10 12:25:55
816,why is config-svc throttled in platform?,sops/storage/runbook-02.md,0.4093,prediction,prod-usw2-eks,platform,config-svc-d193d56-68bd9,cpu,793,true,false,2026-06-16 20:06:41
817,why is cart-svc OOMKilled in checkout?,sops/storage/runbook-28.md,0.4675,auto,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,node,24,true,false,2026-05-30 02:41:27
818,why is ledger-svc restarting in ledger?,sops/node/runbook-01.md,0.5375,auto,prod-usw2-eks,ledger,ledger-svc-0744083-43011,cpu,841,true,false,2026-06-21 08:21:43
819,why is config-svc slow in platform?,sops/memory/runbook-09.md,0.3342,prediction,prod-usw2-eks,platform,config-svc-370d832-a686a,memory,246,true,false,2026-06-20 15:32:41
820,why is image-resizer throttled in platform?,sops/availability/runbook-33.md,0.5421,auto,prod-usw2-eks,platform,image-resizer-6542c92-1100b,memory,768,false,false,2026-06-17 21:24:44
821,why is cart-svc throttled in checkout?,sops/security/runbook-37.md,0.3246,alert,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,storage,1069,false,false,2026-06-03 09:13:04
822,why is auth-gateway OOMKilled in identity?,sops/storage/runbook-27.md,0.2464,prediction,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,storage,671,false,false,2026-06-04 19:33:29
823,why is orders-api throttled in orders?,sops/node/runbook-05.md,0.5129,prediction,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,storage,681,false,false,2026-05-28 13:34:50
