id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
586,postmortem,Node postmortem #586,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8815,"[""dr"",""prod"",""staging""]","[""k8s"",""sre"",""leak""]","{""domain"":""node"",""verified"":true}",2026-04-15 06:29:18,2026-06-23 12:00:00
587,incident_pattern,Availability incident pattern #587,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8705,"[""dr"",""staging"",""prod""]","[""k8s"",""leak"",""availability""]","{""domain"":""availability"",""verified"":false}",2026-06-01 15:31:32,2026-06-23 12:00:00
588,incident_pattern,Network incident pattern #588,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9772,"[""dr""]","[""network"",""k8s"",""scaling""]","{""domain"":""network"",""verified"":true}",2026-05-29 07:07:19,2026-06-23 12:00:00
589,remediation,Cpu remediation #589,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8422,"[""staging""]","[""leak"",""scaling"",""cpu""]","{""domain"":""cpu"",""verified"":true}",2026-06-17 16:56:42,2026-06-23 12:00:00
590,incident_pattern,Memory incident pattern #590,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9455,"[""dr"",""prod""]","[""memory"",""prod"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-05-23 00:43:05,2026-06-23 12:00:00
591,postmortem,Availability postmortem #591,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9222,"[""dr"",""staging"",""prod""]","[""leak"",""k8s"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-05-22 16:27:02,2026-06-23 12:00:00
592,root_cause,Memory root cause #592,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8772,"[""prod""]","[""leak"",""prod"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-04-22 19:31:47,2026-06-23 12:00:00
593,remediation,Availability remediation #593,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7142,"[""staging"",""prod"",""dr""]","[""sre"",""leak"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-06-10 06:22:07,2026-06-23 12:00:00
594,postmortem,Network postmortem #594,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.86,"[""dr""]","[""k8s"",""leak"",""scaling""]","{""domain"":""network"",""verified"":false}",2026-04-22 23:52:14,2026-06-23 12:00:00
595,root_cause,Availability root cause #595,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9396,"[""dr"",""staging""]","[""leak"",""availability"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-05-19 11:28:06,2026-06-23 12:00:00
596,root_cause,Node root cause #596,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8722,"[""dr"",""staging"",""prod""]","[""k8s"",""prod"",""node""]","{""domain"":""node"",""verified"":false}",2026-05-31 04:45:25,2026-06-23 12:00:00
597,best_practice,Cpu best practice #597,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8647,"[""staging"",""prod"",""dr""]","[""sre"",""prod"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-05-29 12:51:53,2026-06-23 12:00:00
598,incident_pattern,Availability incident pattern #598,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6243,"[""dr"",""prod"",""staging""]","[""k8s"",""leak"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-03-29 20:25:33,2026-06-23 12:00:00
599,incident_pattern,Storage incident pattern #599,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9715,"[""prod"",""staging"",""dr""]","[""sre"",""leak"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-03-29 22:11:30,2026-06-23 12:00:00
600,postmortem,Cpu postmortem #600,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9205,"[""staging"",""dr""]","[""prod"",""scaling"",""leak""]","{""domain"":""cpu"",""verified"":false}",2026-05-02 16:43:52,2026-06-23 12:00:00
601,best_practice,Storage best practice #601,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6795,"[""staging"",""dr""]","[""sre"",""scaling"",""leak""]","{""domain"":""storage"",""verified"":true}",2026-04-05 01:03:50,2026-06-23 12:00:00
602,postmortem,Node postmortem #602,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6045,"[""prod""]","[""prod"",""k8s"",""sre""]","{""domain"":""node"",""verified"":true}",2026-04-08 06:36:45,2026-06-23 12:00:00
603,root_cause,Memory root cause #603,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7657,"[""prod"",""staging"",""dr""]","[""k8s"",""memory"",""sre""]","{""domain"":""memory"",""verified"":false}",2026-05-02 01:45:31,2026-06-23 12:00:00
604,remediation,Memory remediation #604,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6964,"[""dr""]","[""leak"",""prod"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-03-28 04:23:25,2026-06-23 12:00:00
605,remediation,Node remediation #605,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9429,"[""dr"",""prod"",""staging""]","[""prod"",""leak"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-04-22 12:05:13,2026-06-23 12:00:00
606,remediation,Memory remediation #606,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6047,"[""dr"",""staging""]","[""leak"",""k8s"",""sre""]","{""domain"":""memory"",""verified"":false}",2026-05-08 01:54:08,2026-06-23 12:00:00
607,remediation,Node remediation #607,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7292,"[""dr""]","[""sre"",""k8s"",""node""]","{""domain"":""node"",""verified"":true}",2026-04-14 03:27:45,2026-06-23 12:00:00
608,incident_pattern,Storage incident pattern #608,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7116,"[""prod"",""dr"",""staging""]","[""prod"",""scaling"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-06-23 08:48:04,2026-06-23 12:00:00
609,root_cause,Cpu root cause #609,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9796,"[""prod"",""staging"",""dr""]","[""prod"",""k8s"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-06-23 09:38:34,2026-06-23 12:00:00
610,best_practice,Memory best practice #610,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9614,"[""dr""]","[""sre"",""prod"",""scaling""]","{""domain"":""memory"",""verified"":false}",2026-05-13 01:04:17,2026-06-23 12:00:00
611,remediation,Memory remediation #611,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9137,"[""prod""]","[""prod"",""scaling"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-04-28 04:17:29,2026-06-23 12:00:00
612,best_practice,Cpu best practice #612,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7822,"[""dr"",""prod"",""staging""]","[""cpu"",""prod"",""sre""]","{""domain"":""cpu"",""verified"":true}",2026-04-24 22:42:35,2026-06-23 12:00:00
613,remediation,Node remediation #613,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6566,"[""prod"",""dr""]","[""sre"",""prod"",""scaling""]","{""domain"":""node"",""verified"":false}",2026-05-06 04:36:40,2026-06-23 12:00:00
614,remediation,Memory remediation #614,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6271,"[""prod"",""staging"",""dr""]","[""k8s"",""memory"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-06-14 21:50:30,2026-06-23 12:00:00
615,remediation,Availability remediation #615,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9236,"[""prod"",""dr"",""staging""]","[""prod"",""availability"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-05-15 03:42:45,2026-06-23 12:00:00
616,root_cause,Memory root cause #616,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7902,"[""staging"",""dr"",""prod""]","[""memory"",""leak"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-04-20 03:56:17,2026-06-23 12:00:00
617,remediation,Memory remediation #617,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7011,"[""dr"",""staging""]","[""k8s"",""sre"",""memory""]","{""domain"":""memory"",""verified"":true}",2026-05-10 06:12:03,2026-06-23 12:00:00
618,best_practice,Availability best practice #618,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6532,"[""staging"",""dr""]","[""leak"",""availability"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-05-01 04:51:29,2026-06-23 12:00:00
619,postmortem,Network postmortem #619,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6716,"[""staging""]","[""k8s"",""prod"",""sre""]","{""domain"":""network"",""verified"":true}",2026-05-19 16:56:05,2026-06-23 12:00:00
620,remediation,Node remediation #620,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6302,"[""staging"",""dr"",""prod""]","[""prod"",""scaling"",""node""]","{""domain"":""node"",""verified"":true}",2026-04-28 23:03:40,2026-06-23 12:00:00
621,best_practice,Node best practice #621,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7724,"[""dr"",""staging""]","[""scaling"",""sre"",""node""]","{""domain"":""node"",""verified"":true}",2026-04-06 20:10:06,2026-06-23 12:00:00
622,remediation,Memory remediation #622,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7881,"[""staging""]","[""prod"",""sre"",""scaling""]","{""domain"":""memory"",""verified"":false}",2026-04-16 11:26:27,2026-06-23 12:00:00
623,remediation,Node remediation #623,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9475,"[""prod"",""dr"",""staging""]","[""node"",""leak"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-04-26 12:48:12,2026-06-23 12:00:00
624,best_practice,Availability best practice #624,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.835,"[""staging""]","[""sre"",""availability"",""k8s""]","{""domain"":""availability"",""verified"":false}",2026-06-10 13:29:41,2026-06-23 12:00:00
625,remediation,Memory remediation #625,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7079,"[""staging"",""dr"",""prod""]","[""scaling"",""sre"",""prod""]","{""domain"":""memory"",""verified"":false}",2026-04-05 19:39:39,2026-06-23 12:00:00
626,incident_pattern,Node incident pattern #626,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6189,"[""prod"",""dr""]","[""k8s"",""prod"",""node""]","{""domain"":""node"",""verified"":true}",2026-03-31 07:53:08,2026-06-23 12:00:00
627,best_practice,Availability best practice #627,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9421,"[""dr""]","[""leak"",""sre"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-04-20 07:14:05,2026-06-23 12:00:00
628,best_practice,Node best practice #628,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8473,"[""staging"",""dr"",""prod""]","[""scaling"",""sre"",""prod""]","{""domain"":""node"",""verified"":false}",2026-04-07 15:48:02,2026-06-23 12:00:00
629,incident_pattern,Cpu incident pattern #629,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7172,"[""prod"",""staging""]","[""prod"",""leak"",""k8s""]","{""domain"":""cpu"",""verified"":false}",2026-06-22 00:54:12,2026-06-23 12:00:00
630,postmortem,Storage postmortem #630,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7022,"[""prod"",""dr""]","[""prod"",""k8s"",""leak""]","{""domain"":""storage"",""verified"":false}",2026-05-18 02:11:34,2026-06-23 12:00:00
631,remediation,Node remediation #631,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7434,"[""dr"",""prod""]","[""scaling"",""sre"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-06-01 23:43:37,2026-06-23 12:00:00
632,best_practice,Storage best practice #632,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.897,"[""prod"",""dr"",""staging""]","[""prod"",""k8s"",""sre""]","{""domain"":""storage"",""verified"":false}",2026-06-14 00:00:05,2026-06-23 12:00:00
633,root_cause,Memory root cause #633,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6706,"[""prod"",""dr"",""staging""]","[""memory"",""prod"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-05-16 15:51:35,2026-06-23 12:00:00
634,root_cause,Storage root cause #634,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.837,"[""staging"",""prod"",""dr""]","[""k8s"",""scaling"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-03-30 12:00:13,2026-06-23 12:00:00
635,remediation,Network remediation #635,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.89,"[""prod"",""dr""]","[""scaling"",""k8s"",""sre""]","{""domain"":""network"",""verified"":false}",2026-06-21 12:09:39,2026-06-23 12:00:00
636,postmortem,Memory postmortem #636,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8048,"[""staging"",""dr""]","[""scaling"",""memory"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-04-20 22:49:36,2026-06-23 12:00:00
637,root_cause,Memory root cause #637,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7979,"[""prod""]","[""scaling"",""memory"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-06-17 02:29:21,2026-06-23 12:00:00
638,best_practice,Node best practice #638,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6699,"[""staging"",""prod""]","[""leak"",""k8s"",""sre""]","{""domain"":""node"",""verified"":true}",2026-06-18 09:12:55,2026-06-23 12:00:00
639,postmortem,Node postmortem #639,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6922,"[""staging""]","[""leak"",""node"",""prod""]","{""domain"":""node"",""verified"":true}",2026-05-31 07:25:48,2026-06-23 12:00:00
640,best_practice,Memory best practice #640,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7201,"[""prod"",""dr""]","[""prod"",""k8s"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-05-04 23:57:27,2026-06-23 12:00:00
641,root_cause,Storage root cause #641,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7359,"[""prod"",""dr"",""staging""]","[""storage"",""prod"",""scaling""]","{""domain"":""storage"",""verified"":true}",2026-03-30 03:31:37,2026-06-23 12:00:00
642,root_cause,Network root cause #642,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6368,"[""dr"",""prod""]","[""prod"",""k8s"",""scaling""]","{""domain"":""network"",""verified"":true}",2026-06-17 16:14:10,2026-06-23 12:00:00
643,root_cause,Cpu root cause #643,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.919,"[""prod"",""staging""]","[""prod"",""leak"",""scaling""]","{""domain"":""cpu"",""verified"":false}",2026-04-21 17:25:41,2026-06-23 12:00:00
644,incident_pattern,Node incident pattern #644,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9674,"[""staging"",""dr""]","[""leak"",""sre"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-05-30 10:59:20,2026-06-23 12:00:00
645,remediation,Availability remediation #645,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.856,"[""staging"",""dr"",""prod""]","[""prod"",""availability"",""scaling""]","{""domain"":""availability"",""verified"":false}",2026-04-15 06:45:26,2026-06-23 12:00:00
646,remediation,Network remediation #646,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6058,"[""prod""]","[""scaling"",""k8s"",""sre""]","{""domain"":""network"",""verified"":true}",2026-03-30 17:24:40,2026-06-23 12:00:00
647,postmortem,Availability postmortem #647,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.765,"[""dr"",""staging""]","[""leak"",""k8s"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-04-19 09:13:27,2026-06-23 12:00:00
648,postmortem,Memory postmortem #648,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7595,"[""staging""]","[""leak"",""scaling"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-05-16 11:02:37,2026-06-23 12:00:00
649,incident_pattern,Storage incident pattern #649,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6166,"[""prod"",""staging"",""dr""]","[""storage"",""k8s"",""sre""]","{""domain"":""storage"",""verified"":true}",2026-06-13 03:51:02,2026-06-23 12:00:00
650,incident_pattern,Availability incident pattern #650,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9749,"[""staging"",""prod""]","[""availability"",""prod"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-06-21 06:21:34,2026-06-23 12:00:00
651,root_cause,Memory root cause #651,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8825,"[""prod""]","[""k8s"",""sre"",""memory""]","{""domain"":""memory"",""verified"":false}",2026-05-23 22:17:39,2026-06-23 12:00:00
652,incident_pattern,Network incident pattern #652,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9324,"[""staging"",""dr"",""prod""]","[""network"",""leak"",""sre""]","{""domain"":""network"",""verified"":true}",2026-06-07 12:53:44,2026-06-23 12:00:00
653,incident_pattern,Storage incident pattern #653,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8771,"[""prod"",""staging""]","[""storage"",""sre"",""k8s""]","{""domain"":""storage"",""verified"":true}",2026-06-14 04:28:13,2026-06-23 12:00:00
654,postmortem,Node postmortem #654,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9667,"[""staging"",""prod"",""dr""]","[""prod"",""scaling"",""sre""]","{""domain"":""node"",""verified"":true}",2026-04-12 04:32:32,2026-06-23 12:00:00
655,remediation,Memory remediation #655,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6338,"[""staging"",""dr"",""prod""]","[""sre"",""prod"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-04-07 12:10:41,2026-06-23 12:00:00
656,incident_pattern,Cpu incident pattern #656,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7965,"[""staging""]","[""cpu"",""prod"",""scaling""]","{""domain"":""cpu"",""verified"":false}",2026-04-23 14:23:54,2026-06-23 12:00:00
657,remediation,Node remediation #657,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6746,"[""dr"",""prod""]","[""node"",""sre"",""prod""]","{""domain"":""node"",""verified"":true}",2026-03-26 14:49:20,2026-06-23 12:00:00
658,incident_pattern,Storage incident pattern #658,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7388,"[""dr"",""prod"",""staging""]","[""sre"",""storage"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-04-23 06:17:07,2026-06-23 12:00:00
659,root_cause,Node root cause #659,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.762,"[""prod""]","[""prod"",""sre"",""scaling""]","{""domain"":""node"",""verified"":false}",2026-06-21 10:33:41,2026-06-23 12:00:00
660,remediation,Cpu remediation #660,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7512,"[""staging""]","[""sre"",""leak"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-06-22 19:49:24,2026-06-23 12:00:00
661,remediation,Storage remediation #661,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8803,"[""staging""]","[""sre"",""scaling"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-05-26 14:26:53,2026-06-23 12:00:00
662,root_cause,Availability root cause #662,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6295,"[""dr"",""staging""]","[""availability"",""scaling"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-05-01 00:56:04,2026-06-23 12:00:00
663,best_practice,Availability best practice #663,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9623,"[""prod"",""staging""]","[""prod"",""availability"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-06-08 13:58:25,2026-06-23 12:00:00
664,best_practice,Node best practice #664,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6256,"[""prod"",""staging""]","[""prod"",""sre"",""scaling""]","{""domain"":""node"",""verified"":false}",2026-05-02 22:43:55,2026-06-23 12:00:00
665,incident_pattern,Network incident pattern #665,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.88,"[""prod"",""dr"",""staging""]","[""sre"",""scaling"",""k8s""]","{""domain"":""network"",""verified"":true}",2026-05-02 16:06:17,2026-06-23 12:00:00
666,incident_pattern,Node incident pattern #666,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7009,"[""staging"",""dr""]","[""k8s"",""sre"",""scaling""]","{""domain"":""node"",""verified"":false}",2026-04-12 05:24:00,2026-06-23 12:00:00
667,best_practice,Memory best practice #667,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6933,"[""dr"",""staging"",""prod""]","[""prod"",""sre"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-05-10 21:22:04,2026-06-23 12:00:00
668,postmortem,Cpu postmortem #668,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6893,"[""dr"",""prod""]","[""prod"",""cpu"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-06-09 16:43:19,2026-06-23 12:00:00
669,incident_pattern,Node incident pattern #669,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6699,"[""staging"",""dr"",""prod""]","[""scaling"",""leak"",""node""]","{""domain"":""node"",""verified"":false}",2026-05-06 09:23:09,2026-06-23 12:00:00
670,remediation,Network remediation #670,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6226,"[""staging"",""dr"",""prod""]","[""network"",""sre"",""scaling""]","{""domain"":""network"",""verified"":true}",2026-03-28 06:36:53,2026-06-23 12:00:00
